#node	identifier	category	term ID	term description
PLK3	9541.XP_005543618.1	GO Process	GO:0048308	Organelle inheritance
PLK3	9541.XP_005543618.1	GO Process	GO:0048313	Golgi inheritance
PLK3	9541.XP_005543618.1	GO Process	GO:0048518	Positive regulation of biological process
PLK3	9541.XP_005543618.1	GO Process	GO:0048519	Negative regulation of biological process
PLK3	9541.XP_005543618.1	GO Process	GO:0048522	Positive regulation of cellular process
PLK3	9541.XP_005543618.1	GO Process	GO:0048523	Negative regulation of cellular process
PLK3	9541.XP_005543618.1	GO Process	GO:0048583	Regulation of response to stimulus
PLK3	9541.XP_005543618.1	GO Process	GO:0050789	Regulation of biological process
PLK3	9541.XP_005543618.1	GO Process	GO:0050794	Regulation of cellular process
PLK3	9541.XP_005543618.1	GO Process	GO:0050896	Response to stimulus
PLK3	9541.XP_005543618.1	GO Process	GO:0051049	Regulation of transport
PLK3	9541.XP_005543618.1	GO Process	GO:0051050	Positive regulation of transport
PLK3	9541.XP_005543618.1	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:0051172	Negative regulation of nitrogen compound metabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:0051222	Positive regulation of protein transport
PLK3	9541.XP_005543618.1	GO Process	GO:0051223	Regulation of protein transport
PLK3	9541.XP_005543618.1	GO Process	GO:0051246	Regulation of protein metabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:0051247	Positive regulation of protein metabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:0051252	Regulation of RNA metabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:0051253	Negative regulation of RNA metabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:0051302	Regulation of cell division
PLK3	9541.XP_005543618.1	GO Process	GO:0051716	Cellular response to stimulus
PLK3	9541.XP_005543618.1	GO Process	GO:0051726	Regulation of cell cycle
PLK3	9541.XP_005543618.1	GO Process	GO:0060255	Regulation of macromolecule metabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:0060341	Regulation of cellular localization
PLK3	9541.XP_005543618.1	GO Process	GO:0060548	Negative regulation of cell death
PLK3	9541.XP_005543618.1	GO Process	GO:0061136	Regulation of proteasomal protein catabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:0065007	Biological regulation
PLK3	9541.XP_005543618.1	GO Process	GO:0070201	Regulation of establishment of protein localization
PLK3	9541.XP_005543618.1	GO Process	GO:0070482	Response to oxygen levels
PLK3	9541.XP_005543618.1	GO Process	GO:0070887	Cellular response to chemical stimulus
PLK3	9541.XP_005543618.1	GO Process	GO:0071156	Regulation of cell cycle arrest
PLK3	9541.XP_005543618.1	GO Process	GO:0071158	Positive regulation of cell cycle arrest
PLK3	9541.XP_005543618.1	GO Process	GO:0071453	Cellular response to oxygen levels
PLK3	9541.XP_005543618.1	GO Process	GO:0071456	Cellular response to hypoxia
PLK3	9541.XP_005543618.1	GO Process	GO:0071704	Organic substance metabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:0071840	Cellular component organization or biogenesis
PLK3	9541.XP_005543618.1	GO Process	GO:0072331	Signal transduction by p53 class mediator
PLK3	9541.XP_005543618.1	GO Process	GO:0072395	Signal transduction involved in cell cycle checkpoint
PLK3	9541.XP_005543618.1	GO Process	GO:0072401	Signal transduction involved in DNA integrity checkpoint
PLK3	9541.XP_005543618.1	GO Process	GO:0072413	Signal transduction involved in mitotic cell cycle checkpoint
PLK3	9541.XP_005543618.1	GO Process	GO:0072422	Signal transduction involved in DNA damage checkpoint
PLK3	9541.XP_005543618.1	GO Process	GO:0072431	Signal transduction involved in mitotic G1 DNA damage checkpoint
PLK3	9541.XP_005543618.1	GO Process	GO:0080090	Regulation of primary metabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:0090068	Positive regulation of cell cycle process
PLK3	9541.XP_005543618.1	GO Process	GO:0090087	Regulation of peptide transport
PLK3	9541.XP_005543618.1	GO Process	GO:0090166	Golgi disassembly
PLK3	9541.XP_005543618.1	GO Process	GO:0090316	Positive regulation of intracellular protein transport
PLK3	9541.XP_005543618.1	GO Process	GO:0097435	Supramolecular fiber organization
PLK3	9541.XP_005543618.1	GO Process	GO:1901564	Organonitrogen compound metabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:1901700	Response to oxygen-containing compound
PLK3	9541.XP_005543618.1	GO Process	GO:1901796	Regulation of signal transduction by p53 class mediator
PLK3	9541.XP_005543618.1	GO Process	GO:1901800	Positive regulation of proteasomal protein catabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:1901987	Regulation of cell cycle phase transition
PLK3	9541.XP_005543618.1	GO Process	GO:1901988	Negative regulation of cell cycle phase transition
PLK3	9541.XP_005543618.1	GO Process	GO:1901990	Regulation of mitotic cell cycle phase transition
PLK3	9541.XP_005543618.1	GO Process	GO:1901991	Negative regulation of mitotic cell cycle phase transition
PLK3	9541.XP_005543618.1	GO Process	GO:1902400	Intracellular signal transduction involved in G1 DNA damage checkpoint
PLK3	9541.XP_005543618.1	GO Process	GO:1902402	Signal transduction involved in mitotic DNA damage checkpoint
PLK3	9541.XP_005543618.1	GO Process	GO:1902403	Signal transduction involved in mitotic DNA integrity checkpoint
PLK3	9541.XP_005543618.1	GO Process	GO:1902531	Regulation of intracellular signal transduction
PLK3	9541.XP_005543618.1	GO Process	GO:1902679	Negative regulation of RNA biosynthetic process
PLK3	9541.XP_005543618.1	GO Process	GO:1902806	Regulation of cell cycle G1/S phase transition
PLK3	9541.XP_005543618.1	GO Process	GO:1902807	Negative regulation of cell cycle G1/S phase transition
PLK3	9541.XP_005543618.1	GO Process	GO:1903008	Organelle disassembly
PLK3	9541.XP_005543618.1	GO Process	GO:1903047	Mitotic cell cycle process
PLK3	9541.XP_005543618.1	GO Process	GO:1903050	Regulation of proteolysis involved in cellular protein catabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:1903052	Positive regulation of proteolysis involved in cellular protein catabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:1903362	Regulation of cellular protein catabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:1903364	Positive regulation of cellular protein catabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
PLK3	9541.XP_005543618.1	GO Process	GO:1903507	Negative regulation of nucleic acid-templated transcription
PLK3	9541.XP_005543618.1	GO Process	GO:1903827	Regulation of cellular protein localization
PLK3	9541.XP_005543618.1	GO Process	GO:1903829	Positive regulation of cellular protein localization
PLK3	9541.XP_005543618.1	GO Process	GO:1904714	Regulation of chaperone-mediated autophagy
PLK3	9541.XP_005543618.1	GO Process	GO:1904716	Positive regulation of chaperone-mediated autophagy
PLK3	9541.XP_005543618.1	GO Process	GO:1904951	Positive regulation of establishment of protein localization
PLK3	9541.XP_005543618.1	GO Process	GO:2000045	Regulation of G1/S transition of mitotic cell cycle
PLK3	9541.XP_005543618.1	GO Process	GO:2000058	Regulation of ubiquitin-dependent protein catabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:2000060	Positive regulation of ubiquitin-dependent protein catabolic process
PLK3	9541.XP_005543618.1	GO Process	GO:2000112	Regulation of cellular macromolecule biosynthetic process
PLK3	9541.XP_005543618.1	GO Process	GO:2000113	Negative regulation of cellular macromolecule biosynthetic process
PLK3	9541.XP_005543618.1	GO Process	GO:2000134	Negative regulation of G1/S transition of mitotic cell cycle
PLK3	9541.XP_005543618.1	GO Process	GO:2000777	Positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia
PLK3	9541.XP_005543618.1	GO Process	GO:2001141	Regulation of RNA biosynthetic process
PLK3	9541.XP_005543618.1	GO Function	GO:0000166	Nucleotide binding
PLK3	9541.XP_005543618.1	GO Function	GO:0002039	p53 binding
PLK3	9541.XP_005543618.1	GO Function	GO:0003824	Catalytic activity
PLK3	9541.XP_005543618.1	GO Function	GO:0004672	Protein kinase activity
PLK3	9541.XP_005543618.1	GO Function	GO:0004674	Protein serine/threonine kinase activity
PLK3	9541.XP_005543618.1	GO Function	GO:0005488	Binding
PLK3	9541.XP_005543618.1	GO Function	GO:0005515	Protein binding
PLK3	9541.XP_005543618.1	GO Function	GO:0005524	ATP binding
PLK3	9541.XP_005543618.1	GO Function	GO:0016301	Kinase activity
PLK3	9541.XP_005543618.1	GO Function	GO:0016740	Transferase activity
PLK3	9541.XP_005543618.1	GO Function	GO:0016772	Transferase activity, transferring phosphorus-containing groups
PLK3	9541.XP_005543618.1	GO Function	GO:0016773	Phosphotransferase activity, alcohol group as acceptor
PLK3	9541.XP_005543618.1	GO Function	GO:0017076	Purine nucleotide binding
PLK3	9541.XP_005543618.1	GO Function	GO:0030554	Adenyl nucleotide binding
PLK3	9541.XP_005543618.1	GO Function	GO:0032553	Ribonucleotide binding
PLK3	9541.XP_005543618.1	GO Function	GO:0032555	Purine ribonucleotide binding
PLK3	9541.XP_005543618.1	GO Function	GO:0032559	Adenyl ribonucleotide binding
PLK3	9541.XP_005543618.1	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
PLK3	9541.XP_005543618.1	GO Function	GO:0036094	Small molecule binding
PLK3	9541.XP_005543618.1	GO Function	GO:0043167	Ion binding
PLK3	9541.XP_005543618.1	GO Function	GO:0043168	Anion binding
PLK3	9541.XP_005543618.1	GO Function	GO:0097159	Organic cyclic compound binding
PLK3	9541.XP_005543618.1	GO Function	GO:0097367	Carbohydrate derivative binding
PLK3	9541.XP_005543618.1	GO Function	GO:0140096	Catalytic activity, acting on a protein
PLK3	9541.XP_005543618.1	GO Function	GO:1901265	Nucleoside phosphate binding
PLK3	9541.XP_005543618.1	GO Function	GO:1901363	Heterocyclic compound binding
PLK3	9541.XP_005543618.1	GO Component	GO:0000922	Spindle pole
PLK3	9541.XP_005543618.1	GO Component	GO:0005622	Intracellular
PLK3	9541.XP_005543618.1	GO Component	GO:0005634	Nucleus
PLK3	9541.XP_005543618.1	GO Component	GO:0005654	Nucleoplasm
PLK3	9541.XP_005543618.1	GO Component	GO:0005730	Nucleolus
PLK3	9541.XP_005543618.1	GO Component	GO:0005737	Cytoplasm
PLK3	9541.XP_005543618.1	GO Component	GO:0005794	Golgi apparatus
PLK3	9541.XP_005543618.1	GO Component	GO:0005795	Golgi stack
PLK3	9541.XP_005543618.1	GO Component	GO:0005813	Centrosome
PLK3	9541.XP_005543618.1	GO Component	GO:0005815	Microtubule organizing center
PLK3	9541.XP_005543618.1	GO Component	GO:0005819	Spindle
PLK3	9541.XP_005543618.1	GO Component	GO:0005856	Cytoskeleton
PLK3	9541.XP_005543618.1	GO Component	GO:0012505	Endomembrane system
PLK3	9541.XP_005543618.1	GO Component	GO:0015630	Microtubule cytoskeleton
PLK3	9541.XP_005543618.1	GO Component	GO:0030425	Dendrite
PLK3	9541.XP_005543618.1	GO Component	GO:0031974	Membrane-enclosed lumen
PLK3	9541.XP_005543618.1	GO Component	GO:0031981	Nuclear lumen
PLK3	9541.XP_005543618.1	GO Component	GO:0031984	Organelle subcompartment
PLK3	9541.XP_005543618.1	GO Component	GO:0036477	Somatodendritic compartment
PLK3	9541.XP_005543618.1	GO Component	GO:0042995	Cell projection
PLK3	9541.XP_005543618.1	GO Component	GO:0043005	Neuron projection
PLK3	9541.XP_005543618.1	GO Component	GO:0043025	Neuronal cell body
PLK3	9541.XP_005543618.1	GO Component	GO:0043226	Organelle
PLK3	9541.XP_005543618.1	GO Component	GO:0043227	Membrane-bounded organelle
PLK3	9541.XP_005543618.1	GO Component	GO:0043228	Non-membrane-bounded organelle
PLK3	9541.XP_005543618.1	GO Component	GO:0043229	Intracellular organelle
PLK3	9541.XP_005543618.1	GO Component	GO:0043231	Intracellular membrane-bounded organelle
PLK3	9541.XP_005543618.1	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
PLK3	9541.XP_005543618.1	GO Component	GO:0043233	Organelle lumen
PLK3	9541.XP_005543618.1	GO Component	GO:0044297	Cell body
PLK3	9541.XP_005543618.1	GO Component	GO:0070013	Intracellular organelle lumen
PLK3	9541.XP_005543618.1	GO Component	GO:0097447	Dendritic tree
PLK3	9541.XP_005543618.1	GO Component	GO:0098791	Golgi apparatus subcompartment
PLK3	9541.XP_005543618.1	GO Component	GO:0110165	Cellular anatomical entity
PLK3	9541.XP_005543618.1	GO Component	GO:0120025	Plasma membrane bounded cell projection
PLK3	9541.XP_005543618.1	STRING clusters	CL:15192	Mixed, incl. vagina development, and CD209-like, C-type lectin-like domain
PLK3	9541.XP_005543618.1	STRING clusters	CL:15219	Mixed, incl. Lymphocyte-specific protein, and Serine/threonine-protein kinase Plk3
PLK3	9541.XP_005543618.1	KEGG	mcf04068	FoxO signaling pathway
PLK3	9541.XP_005543618.1	KEGG	mcf04625	C-type lectin receptor signaling pathway
PLK3	9541.XP_005543618.1	KEGG	mcf05152	Tuberculosis
PLK3	9541.XP_005543618.1	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
PLK3	9541.XP_005543618.1	TISSUES	BTO:0000042	Animal
PLK3	9541.XP_005543618.1	TISSUES	BTO:0000174	Embryonic structure
PLK3	9541.XP_005543618.1	TISSUES	BTO:0000284	Organism form
PLK3	9541.XP_005543618.1	TISSUES	BTO:0000379	Embryo
PLK3	9541.XP_005543618.1	TISSUES	BTO:0001489	Whole body
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0005622	Intracellular
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0005634	Nucleus
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0005730	Nucleolus
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0005737	Cytoplasm
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0005794	Golgi apparatus
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0005795	Golgi stack
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0005813	Centrosome
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0005815	Microtubule organizing center
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0005856	Cytoskeleton
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0012505	Endomembrane system
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0015630	Microtubule cytoskeleton
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0031981	Nuclear lumen
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0031984	Organelle subcompartment
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0043226	Organelle
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0043229	Intracellular organelle
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0043233	Organelle lumen
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0098791	Golgi apparatus subcompartment
PLK3	9541.XP_005543618.1	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PLK3	9541.XP_005543618.1	UniProt Keywords	KW-0067	ATP-binding
PLK3	9541.XP_005543618.1	UniProt Keywords	KW-0418	Kinase
PLK3	9541.XP_005543618.1	UniProt Keywords	KW-0547	Nucleotide-binding
PLK3	9541.XP_005543618.1	UniProt Keywords	KW-0723	Serine/threonine-protein kinase
PLK3	9541.XP_005543618.1	UniProt Keywords	KW-0808	Transferase
PLK3	9541.XP_005543618.1	Pfam	PF00069	Protein kinase domain
PLK3	9541.XP_005543618.1	Pfam	PF00659	POLO box duplicated region
PLK3	9541.XP_005543618.1	Pfam	PF07714	Protein tyrosine kinase
PLK3	9541.XP_005543618.1	Pfam	PF14531	Kinase-like
PLK3	9541.XP_005543618.1	InterPro	IPR000719	Protein kinase domain
PLK3	9541.XP_005543618.1	InterPro	IPR000959	POLO box domain
PLK3	9541.XP_005543618.1	InterPro	IPR008271	Serine/threonine-protein kinase, active site
PLK3	9541.XP_005543618.1	InterPro	IPR011009	Protein kinase-like domain superfamily
PLK3	9541.XP_005543618.1	InterPro	IPR017441	Protein kinase, ATP binding site
PLK3	9541.XP_005543618.1	InterPro	IPR020658	Serine/threonine-protein kinase Plk3
PLK3	9541.XP_005543618.1	InterPro	IPR033695	Second polo-box domain
PLK3	9541.XP_005543618.1	InterPro	IPR033701	First polo-box domain
PLK3	9541.XP_005543618.1	InterPro	IPR036947	POLO box domain superfamily
PLK3	9541.XP_005543618.1	InterPro	IPR042703	Serine/threonine-protein kinase PLK3, catalytic domain
PLK3	9541.XP_005543618.1	SMART	SM00220	Serine/Threonine protein kinases, catalytic domain
PLK4	9541.XP_005555946.1	GO Process	GO:0000003	Reproduction
PLK4	9541.XP_005555946.1	GO Process	GO:0000226	Microtubule cytoskeleton organization
PLK4	9541.XP_005555946.1	GO Process	GO:0001701	In utero embryonic development
PLK4	9541.XP_005555946.1	GO Process	GO:0001890	Placenta development
PLK4	9541.XP_005555946.1	GO Process	GO:0001892	Embryonic placenta development
PLK4	9541.XP_005555946.1	GO Process	GO:0003006	Developmental process involved in reproduction
PLK4	9541.XP_005555946.1	GO Process	GO:0006464	Cellular protein modification process
PLK4	9541.XP_005555946.1	GO Process	GO:0006468	Protein phosphorylation
PLK4	9541.XP_005555946.1	GO Process	GO:0006793	Phosphorus metabolic process
PLK4	9541.XP_005555946.1	GO Process	GO:0006796	Phosphate-containing compound metabolic process
PLK4	9541.XP_005555946.1	GO Process	GO:0006807	Nitrogen compound metabolic process
PLK4	9541.XP_005555946.1	GO Process	GO:0006996	Organelle organization
PLK4	9541.XP_005555946.1	GO Process	GO:0007010	Cytoskeleton organization
PLK4	9541.XP_005555946.1	GO Process	GO:0007017	Microtubule-based process
PLK4	9541.XP_005555946.1	GO Process	GO:0007049	Cell cycle
PLK4	9541.XP_005555946.1	GO Process	GO:0007098	Centrosome cycle
PLK4	9541.XP_005555946.1	GO Process	GO:0007099	Centriole replication
PLK4	9541.XP_005555946.1	GO Process	GO:0007275	Multicellular organism development
PLK4	9541.XP_005555946.1	GO Process	GO:0008152	Metabolic process
PLK4	9541.XP_005555946.1	GO Process	GO:0009790	Embryo development
PLK4	9541.XP_005555946.1	GO Process	GO:0009792	Embryo development ending in birth or egg hatching
PLK4	9541.XP_005555946.1	GO Process	GO:0009888	Tissue development
PLK4	9541.XP_005555946.1	GO Process	GO:0009987	Cellular process
PLK4	9541.XP_005555946.1	GO Process	GO:0010564	Regulation of cell cycle process
PLK4	9541.XP_005555946.1	GO Process	GO:0010638	Positive regulation of organelle organization
PLK4	9541.XP_005555946.1	GO Process	GO:0010824	Regulation of centrosome duplication
PLK4	9541.XP_005555946.1	GO Process	GO:0010825	Positive regulation of centrosome duplication
PLK4	9541.XP_005555946.1	GO Process	GO:0016043	Cellular component organization
PLK4	9541.XP_005555946.1	GO Process	GO:0016310	Phosphorylation
PLK4	9541.XP_005555946.1	GO Process	GO:0019538	Protein metabolic process
PLK4	9541.XP_005555946.1	GO Process	GO:0022402	Cell cycle process
PLK4	9541.XP_005555946.1	GO Process	GO:0022414	Reproductive process
PLK4	9541.XP_005555946.1	GO Process	GO:0022607	Cellular component assembly
PLK4	9541.XP_005555946.1	GO Process	GO:0030154	Cell differentiation
PLK4	9541.XP_005555946.1	GO Process	GO:0030855	Epithelial cell differentiation
PLK4	9541.XP_005555946.1	GO Process	GO:0031023	Microtubule organizing center organization
PLK4	9541.XP_005555946.1	GO Process	GO:0032501	Multicellular organismal process
PLK4	9541.XP_005555946.1	GO Process	GO:0032502	Developmental process
PLK4	9541.XP_005555946.1	GO Process	GO:0032886	Regulation of microtubule-based process
PLK4	9541.XP_005555946.1	GO Process	GO:0033043	Regulation of organelle organization
PLK4	9541.XP_005555946.1	GO Process	GO:0036211	Protein modification process
PLK4	9541.XP_005555946.1	GO Process	GO:0043009	Chordate embryonic development
PLK4	9541.XP_005555946.1	GO Process	GO:0043170	Macromolecule metabolic process
PLK4	9541.XP_005555946.1	GO Process	GO:0043412	Macromolecule modification
PLK4	9541.XP_005555946.1	GO Process	GO:0044085	Cellular component biogenesis
PLK4	9541.XP_005555946.1	GO Process	GO:0044087	Regulation of cellular component biogenesis
PLK4	9541.XP_005555946.1	GO Process	GO:0044089	Positive regulation of cellular component biogenesis
PLK4	9541.XP_005555946.1	GO Process	GO:0044237	Cellular metabolic process
PLK4	9541.XP_005555946.1	GO Process	GO:0044238	Primary metabolic process
PLK4	9541.XP_005555946.1	GO Process	GO:0044260	Cellular macromolecule metabolic process
PLK4	9541.XP_005555946.1	GO Process	GO:0044267	Cellular protein metabolic process
PLK4	9541.XP_005555946.1	GO Process	GO:0045787	Positive regulation of cell cycle
PLK4	9541.XP_005555946.1	GO Process	GO:0046599	Regulation of centriole replication
PLK4	9541.XP_005555946.1	GO Process	GO:0046601	Positive regulation of centriole replication
PLK4	9541.XP_005555946.1	GO Process	GO:0046605	Regulation of centrosome cycle
PLK4	9541.XP_005555946.1	GO Process	GO:0046607	Positive regulation of centrosome cycle
PLK4	9541.XP_005555946.1	GO Process	GO:0048513	Animal organ development
PLK4	9541.XP_005555946.1	GO Process	GO:0048518	Positive regulation of biological process
PLK4	9541.XP_005555946.1	GO Process	GO:0048522	Positive regulation of cellular process
PLK4	9541.XP_005555946.1	GO Process	GO:0048568	Embryonic organ development
PLK4	9541.XP_005555946.1	GO Process	GO:0048608	Reproductive structure development
PLK4	9541.XP_005555946.1	GO Process	GO:0048731	System development
PLK4	9541.XP_005555946.1	GO Process	GO:0048856	Anatomical structure development
PLK4	9541.XP_005555946.1	GO Process	GO:0048869	Cellular developmental process
PLK4	9541.XP_005555946.1	GO Process	GO:0050789	Regulation of biological process
PLK4	9541.XP_005555946.1	GO Process	GO:0050794	Regulation of cellular process
PLK4	9541.XP_005555946.1	GO Process	GO:0051128	Regulation of cellular component organization
PLK4	9541.XP_005555946.1	GO Process	GO:0051130	Positive regulation of cellular component organization
PLK4	9541.XP_005555946.1	GO Process	GO:0051298	Centrosome duplication
PLK4	9541.XP_005555946.1	GO Process	GO:0051493	Regulation of cytoskeleton organization
PLK4	9541.XP_005555946.1	GO Process	GO:0051495	Positive regulation of cytoskeleton organization
PLK4	9541.XP_005555946.1	GO Process	GO:0051726	Regulation of cell cycle
PLK4	9541.XP_005555946.1	GO Process	GO:0060429	Epithelium development
PLK4	9541.XP_005555946.1	GO Process	GO:0060706	Cell differentiation involved in embryonic placenta development
PLK4	9541.XP_005555946.1	GO Process	GO:0060707	Trophoblast giant cell differentiation
PLK4	9541.XP_005555946.1	GO Process	GO:0061458	Reproductive system development
PLK4	9541.XP_005555946.1	GO Process	GO:0065007	Biological regulation
PLK4	9541.XP_005555946.1	GO Process	GO:0070507	Regulation of microtubule cytoskeleton organization
PLK4	9541.XP_005555946.1	GO Process	GO:0070925	Organelle assembly
PLK4	9541.XP_005555946.1	GO Process	GO:0071704	Organic substance metabolic process
PLK4	9541.XP_005555946.1	GO Process	GO:0071840	Cellular component organization or biogenesis
PLK4	9541.XP_005555946.1	GO Process	GO:0090068	Positive regulation of cell cycle process
PLK4	9541.XP_005555946.1	GO Process	GO:0097742	De novo centriole assembly
PLK4	9541.XP_005555946.1	GO Process	GO:0098534	Centriole assembly
PLK4	9541.XP_005555946.1	GO Process	GO:0098535	De novo centriole assembly involved in multi-ciliated epithelial cell differentiation
PLK4	9541.XP_005555946.1	GO Process	GO:1901564	Organonitrogen compound metabolic process
PLK4	9541.XP_005555946.1	GO Process	GO:1902115	Regulation of organelle assembly
PLK4	9541.XP_005555946.1	GO Process	GO:1902117	Positive regulation of organelle assembly
PLK4	9541.XP_005555946.1	GO Process	GO:1903251	Multi-ciliated epithelial cell differentiation
PLK4	9541.XP_005555946.1	GO Function	GO:0000166	Nucleotide binding
PLK4	9541.XP_005555946.1	GO Function	GO:0003824	Catalytic activity
PLK4	9541.XP_005555946.1	GO Function	GO:0004672	Protein kinase activity
PLK4	9541.XP_005555946.1	GO Function	GO:0004674	Protein serine/threonine kinase activity
PLK4	9541.XP_005555946.1	GO Function	GO:0005488	Binding
PLK4	9541.XP_005555946.1	GO Function	GO:0005524	ATP binding
PLK4	9541.XP_005555946.1	GO Function	GO:0016301	Kinase activity
PLK4	9541.XP_005555946.1	GO Function	GO:0016740	Transferase activity
PLK4	9541.XP_005555946.1	GO Function	GO:0016772	Transferase activity, transferring phosphorus-containing groups
PLK4	9541.XP_005555946.1	GO Function	GO:0016773	Phosphotransferase activity, alcohol group as acceptor
PLK4	9541.XP_005555946.1	GO Function	GO:0017076	Purine nucleotide binding
PLK4	9541.XP_005555946.1	GO Function	GO:0030554	Adenyl nucleotide binding
PLK4	9541.XP_005555946.1	GO Function	GO:0032553	Ribonucleotide binding
PLK4	9541.XP_005555946.1	GO Function	GO:0032555	Purine ribonucleotide binding
PLK4	9541.XP_005555946.1	GO Function	GO:0032559	Adenyl ribonucleotide binding
PLK4	9541.XP_005555946.1	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
PLK4	9541.XP_005555946.1	GO Function	GO:0036094	Small molecule binding
PLK4	9541.XP_005555946.1	GO Function	GO:0043167	Ion binding
PLK4	9541.XP_005555946.1	GO Function	GO:0043168	Anion binding
PLK4	9541.XP_005555946.1	GO Function	GO:0097159	Organic cyclic compound binding
PLK4	9541.XP_005555946.1	GO Function	GO:0097367	Carbohydrate derivative binding
PLK4	9541.XP_005555946.1	GO Function	GO:0140096	Catalytic activity, acting on a protein
PLK4	9541.XP_005555946.1	GO Function	GO:1901265	Nucleoside phosphate binding
PLK4	9541.XP_005555946.1	GO Function	GO:1901363	Heterocyclic compound binding
PLK4	9541.XP_005555946.1	GO Component	GO:0005622	Intracellular
PLK4	9541.XP_005555946.1	GO Component	GO:0005634	Nucleus
PLK4	9541.XP_005555946.1	GO Component	GO:0005730	Nucleolus
PLK4	9541.XP_005555946.1	GO Component	GO:0005737	Cytoplasm
PLK4	9541.XP_005555946.1	GO Component	GO:0005814	Centriole
PLK4	9541.XP_005555946.1	GO Component	GO:0005815	Microtubule organizing center
PLK4	9541.XP_005555946.1	GO Component	GO:0005856	Cytoskeleton
PLK4	9541.XP_005555946.1	GO Component	GO:0015630	Microtubule cytoskeleton
PLK4	9541.XP_005555946.1	GO Component	GO:0031974	Membrane-enclosed lumen
PLK4	9541.XP_005555946.1	GO Component	GO:0031981	Nuclear lumen
PLK4	9541.XP_005555946.1	GO Component	GO:0043226	Organelle
PLK4	9541.XP_005555946.1	GO Component	GO:0043227	Membrane-bounded organelle
PLK4	9541.XP_005555946.1	GO Component	GO:0043228	Non-membrane-bounded organelle
PLK4	9541.XP_005555946.1	GO Component	GO:0043229	Intracellular organelle
PLK4	9541.XP_005555946.1	GO Component	GO:0043231	Intracellular membrane-bounded organelle
PLK4	9541.XP_005555946.1	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
PLK4	9541.XP_005555946.1	GO Component	GO:0043233	Organelle lumen
PLK4	9541.XP_005555946.1	GO Component	GO:0070013	Intracellular organelle lumen
PLK4	9541.XP_005555946.1	GO Component	GO:0098536	Deuterosome
PLK4	9541.XP_005555946.1	GO Component	GO:0110165	Cellular anatomical entity
